,Kenteken,Voertuigsoort,Merk,Handelsbenaming,Datum tenaamstelling,Eerste kleur,Cilinderinhoud,Datum eerste toelating,Datum eerste tenaamstelling in Nederland,Catalogusprijs
37292,R322FV,Personenauto,TESLA,MODEL Y,20220825,GRIJS,,20220825,20220825,78090
37293,R322FZ,Personenauto,KIA,EV6,20220826,GRIJS,,20220826,20220826,55460
37294,R322GG,Personenauto,DACIA,SPRING,20220826,GRIJS,,20220826,20220826,21058
37295,R322GL,Personenauto,FIAT,500,20220826,GRIJS,,20220826,20220826,39246
37296,R322GT,Personenauto,MERCEDES-BENZ,EQB 250,20220902,ZWART,,20220902,20220902,72799
37297,R322GZ,Personenauto,AUDI,E-TRON 55,20220830,BLAUW,,20220830,20220830,82025
37298,R322HD,Personenauto,OPEL,VIVARO,20220831,WIT,,20220831,20220831,55960
37299,R322HT,Personenauto,DACIA,SPRING,20220910,WIT,,20220910,20220910,20370
37300,R322HV,Personenauto,POLESTAR,POLESTAR 2,20220907,BLAUW,,20220907,20220907,44068
37301,R322JD,Personenauto,VOLKSWAGEN,ID.4 PRO 150 KW,20220915,BLAUW,,20220915,20220915,52755
37302,R322JH,Personenauto,CITROEN,E-C4,20220929,BLAUW,,20220929,20220929,34399
37303,R322JJ,Personenauto,SKODA,ENYAQ 60,20220922,GRIJS,,20220922,20220922,44515
37304,R322JL,Personenauto,BMW,IX3,20220916,ZWART,,20220916,20220916,74598
37305,R322JR,Personenauto,CUPRA,BORN 170 KW 58/62 KWH,20221010,GRIJS,,20221010,20221010,44925
37306,R322KJ,Personenauto,AUDI,Q4 40 E-TRON,20220929,BLAUW,,20220929,20220929,60570
37307,R322KR,Personenauto,BMW,I4 EDRIVE40,20221003,GRIJS,,20221003,20221003,75823
37308,R322LJ,Personenauto,VOLVO,XC40,20221006,GRIJS,,20221006,20221006,49325
37309,R323FK,Personenauto,SKODA,ENYAQ 60,20220829,GRIJS,,20220829,20220829,44515
37310,R323FT,Personenauto,NISSAN,NISSAN ARIYA,20220819,ZWART,,20220819,20220819,48501
37311,R323FV,Personenauto,TESLA,MODEL Y,20220831,BLAUW,,20220831,20220831,69490
37312,R323FZ,Personenauto,KIA,EV6,20220822,WIT,,20220822,20220822,57260
37313,R323GG,Personenauto,DACIA,SPRING,20220824,WIT,,20220824,20220824,21348
37314,R323GK,Personenauto,MERCEDES-BENZ,EQB 250,20220831,GRIJS,,20220831,20220831,64208
37315,R323GL,Personenauto,FIAT,500,20220826,BLAUW,,20220826,20220826,39446
37316,R323HD,Personenauto,OPEL,VIVARO,20220831,WIT,,20220831,20220831,55960
37317,R323HT,Personenauto,RENAULT,MEGANE E-TECH ELECTRIC,20220922,GRIJS,,20220922,20220922,48800
37318,R323HV,Personenauto,POLESTAR,POLESTAR 2,20220907,ZWART,,20220907,20220907,46407
37319,R323JR,Personenauto,CUPRA,BORN 150 KW 58/62 KWH,20221007,GRIJS,,20221007,20221007,40675
37320,R323KG,Personenauto,AUDI,Q4 45 E-TRON,20220929,BLAUW,,20220929,20220929,67804
37321,R323KP,Personenauto,CITROEN,E-C4,20220929,BLAUW,,20220929,20220929,44349
37322,R323KZ,Personenauto,HYUNDAI,IONIQ5,20221011,GROEN,,20221011,20221011,47000
37323,R323LJ,Personenauto,VOLVO,XC40,20221007,GROEN,,20221007,20221007,51565
37324,R323LL,Personenauto,VOLVO,C40,20221005,ZWART,,20221005,20221005,53989
37325,R323LS,Personenauto,BMW,I4 M50,20221011,GRIJS,,20221011,20221011,77540
37326,R324BD,Personenauto,AUDI,Q4 40 E-TRON,20220721,BLAUW,,20220719,20220719,62557
37327,R324BX,Personenauto,CITROEN,E-C4,20220729,ROOD,,20220729,20220729,44700
37328,R324DD,Personenauto,VOLVO,XC40,20220729,WIT,,20220729,20220729,56524
37329,R324DH,Personenauto,BMW,I4 EDRIVE40,20220729,BLAUW,,20220729,20220729,75611
37330,R324DJ,Personenauto,BMW,IX XDRIVE40,20220805,GRIJS,,20220805,20220805,114060
37331,R324DR,Personenauto,OPEL,CORSA,20220812,ROOD,,20220812,20220812,36045
37332,R324FK,Personenauto,AUDI,E-TRON 55,20220831,ZWART,,20220831,20220831,85953
37333,R324FL,Personenauto,OPEL,MOKKA,20220816,WIT,,20220816,20220816,39598
37334,R324FT,Personenauto,NISSAN,NISSAN ARIYA,20220816,ZWART,,20220816,20220816,48501
37335,R324FV,Personenauto,TESLA,MODEL Y,20220907,GRIJS,,20220907,20220907,67500
37336,R324FZ,Personenauto,KIA,EV6,20220825,GRIJS,,20220825,20220825,57260
37337,R324GL,Personenauto,FIAT,500,20220826,ZWART,,20220826,20220826,38746
37338,R324GT,Personenauto,MERCEDES-BENZ,EQB 250,20220902,ZWART,,20220902,20220902,60173
37339,R324HD,Personenauto,OPEL,VIVARO,20220831,WIT,,20220831,20220831,55960
37340,R324HV,Personenauto,POLESTAR,POLESTAR 2,20220914,GRIJS,,20220914,20220914,59218
37341,R324HZ,Personenauto,KIA,EV6,20220928,ZWART,,20220928,20220928,52460
37342,R324JJ,Personenauto,SKODA,ENYAQ 60,20220923,BLAUW,,20220923,20220923,44955
37343,R324JR,Personenauto,CUPRA,BORN 170 KW 58/62 KWH,20221010,GRIJS,,20221010,20221010,44925
37344,R324KJ,Personenauto,AUDI,Q4 40 E-TRON,20220929,ZWART,,20220929,20220929,60570
37345,R324KR,Personenauto,BMW,IX3,20221004,WIT,,20221004,20221004,75501
37346,R324KZ,Personenauto,HYUNDAI,IONIQ5,20221006,GROEN,,20221006,20221006,47000
37347,R324LF,Personenauto,VOLKSWAGEN,ID.4 PRO 150 KW,20221004,BLAUW,,20221004,20221004,51635
37348,R324LJ,Personenauto,VOLVO,XC40,20221005,ZWART,,20221005,20221005,48725
37349,R324LL,Personenauto,VOLVO,XC40,20221007,BLAUW,,20221007,20221007,49325
37350,R325BK,Personenauto,VOLKSWAGEN,ID.5 PRO 150 KW,20220720,GRIJS,,20220720,20220720,53845
37351,R325BT,Personenauto,OPEL,CORSA,20220726,ORANJE,,20220726,20220726,30698
37352,R325DH,Personenauto,BMW,I4 M50,20220825,BLAUW,,20220825,20220825,94876
37353,R325DJ,Personenauto,BMW,I4 EDRIVE40,20220804,WIT,,20220804,20220804,68375
37354,R325DV,Personenauto,AUDI,Q4 SPORTBACK 40 E-TRON,20220901,ZWART,,20220223,20220901,65809
37355,R325FV,Personenauto,TESLA,MODEL Y,20220906,BLAUW,,20220906,20220906,68290
37356,R325FZ,Personenauto,KIA,EV6,20220830,ZWART,,20220830,20220830,59760
37357,R325GD,Personenauto,AUDI,E-TRON 55,20220825,GRIJS,,20220825,20220825,67266
37358,R325GL,Personenauto,FIAT,500,20220830,ZWART,,20220830,20220830,33450
37359,R325GT,Personenauto,MERCEDES-BENZ,EQE 350+,20220905,GRIJS,,20220905,20220905,99946
37360,R325HD,Personenauto,OPEL,VIVARO,20220831,WIT,,20220831,20220831,57711
37361,R325HT,Personenauto,DACIA,SPRING,20220909,GRIJS,,20220909,20220909,21085
37362,R325HV,Personenauto,POLESTAR,POLESTAR 2,20220914,WIT,,20220914,20220914,50968
37363,R325HZ,Personenauto,KIA,EV6,20220919,GRIJS,,20220919,20220919,52460
37364,R325JL,Personenauto,BMW,I4 EDRIVE40,20220926,ZWART,,20220926,20220926,76490
37365,R325KJ,Personenauto,AUDI,Q4 40 E-TRON,20221006,BLAUW,,20221006,20221006,62186
37366,R325LL,Personenauto,VOLVO,C40,20221010,BLAUW,,20221010,20221010,63575
37367,R326BT,Personenauto,OPEL,MOKKA,20220727,WIT,,20220727,20220727,35198
37368,R326DR,Personenauto,OPEL,MOKKA,20220812,ZWART,,20220812,20220812,40192
37369,R326FT,Personenauto,NISSAN,NISSAN LEAF 40KWH,20220817,BLAUW,,20220817,20220817,35151
37370,R326FV,Personenauto,TESLA,MODEL Y,20220905,WIT,,20220905,20220905,73290
37371,R326GD,Personenauto,SKODA,ENYAQ 80,20220831,ZWART,,20220831,20220831,60245
37372,R326HD,Personenauto,OPEL,VIVARO,20220831,WIT,,20220831,20220831,57711
37373,R326HV,Personenauto,POLESTAR,POLESTAR 2,20220909,GRIJS,,20220909,20220909,58775
37374,R326HZ,Personenauto,KIA,EV6,20220916,WIT,,20220916,20220916,57260
37375,R326JL,Personenauto,MINI,COOPER SE,20220920,GRIJS,,20220920,20220920,40906
37376,R326LB,Personenauto,HYUNDAI,IONIQ5,20221006,GROEN,,20221006,20221006,45800
37377,R326LJ,Personenauto,VOLVO,XC40,20221007,GRIJS,,20221007,20221007,61715
37378,R327BX,Personenauto,PEUGEOT,208,20220729,WIT,,20220729,20220729,36479
37379,R327BZ,Personenauto,AUDI,E-TRON 55,20220730,WIT,,20220730,20220730,86644
37380,R327DH,Personenauto,BMW,I4 EDRIVE40,20220914,ZWART,,20220914,20220914,68562
37381,R327FT,Personenauto,NISSAN,NISSAN LEAF 40KWH,20220822,WIT,,20220822,20220822,29851
37382,R327FV,Personenauto,TESLA,MODEL Y,20220829,BLAUW,,20220829,20220829,70590
37383,R327FZ,Personenauto,KIA,NIRO,20220825,GRIJS,,20220825,20220825,43645
37384,R327GD,Personenauto,SKODA,ENYAQ 60,20220826,GRIJS,,20220826,20220826,48047
37385,R327HD,Personenauto,OPEL,VIVARO,20220831,WIT,,20220831,20220831,57711
37386,R327HV,Personenauto,POLESTAR,POLESTAR 2,20220913,ZWART,,20220913,20220913,43617
37387,R327HX,Personenauto,PEUGEOT,208,20220915,ROOD,,20220915,20220915,37329
37388,R327HZ,Personenauto,KIA,EV6,20220916,WIT,,20220916,20220916,57260
37389,R327JH,Personenauto,CITROEN,E-C4,20220930,WIT,,20220930,20220930,33650
37390,R327KR,Personenauto,BMW,I4 EDRIVE40,20220930,BLAUW,,20220930,20220930,69128
37391,R327LF,Personenauto,AUDI,E-TRON GT,20221006,GRIJS,,20221006,20221006,135977
37392,R328BN,Personenauto,MERCEDES-BENZ,EQA 250,20220722,ZWART,,20220722,20220722,58349
37393,R328DD,Personenauto,VOLVO,XC40,20220730,ZWART,,20220730,20220730,51179
37394,R328DH,Personenauto,BMW,I4 EDRIVE40,20220908,GRIJS,,20220908,20220908,64298
37395,R328DJ,Personenauto,BMW,IX3,20220824,ZWART,,20220824,20220824,74453
37396,R328FV,Personenauto,TESLA,MODEL Y,20220905,ROOD,,20220905,20220905,70590
37397,R328FZ,Personenauto,KIA,NIRO,20220823,GRIJS,,20220823,20220823,43645
37398,R328GD,Personenauto,SKODA,ENYAQ 60,20220826,ZWART,,20220826,20220826,44265
37399,R328GH,Personenauto,SKODA,ENYAQ 60,20220826,ZWART,,20220826,20220826,44075
37400,R328HD,Personenauto,OPEL,VIVARO,20220831,WIT,,20220831,20220831,57711
37401,R328HK,Personenauto,TESLA,MODEL Y,20220901,ZWART,,20220901,20220901,71200
37402,R328HV,Personenauto,POLESTAR,POLESTAR 2,20220929,GRIJS,,20220929,20220929,45026
37403,R328HZ,Personenauto,KIA,NIRO,20220917,WIT,,20220917,20220917,42850
37404,R328JH,Personenauto,CITROEN,E-C4,20220916,WIT,,20220916,20220916,33650
37405,R328JR,Personenauto,VOLKSWAGEN,ID.4 PRO 150 KW,20220923,BLAUW,,20220923,20220923,51275
37406,R328KG,Personenauto,VOLKSWAGEN,ID.4 PRO 150 KW,20221004,GRIJS,,20221004,20221004,53380
37407,R328KJ,Personenauto,AUDI,Q4 40 E-TRON,20221004,GRIJS,,20221004,20221004,66363
37408,R328KR,Personenauto,BMW,I4 EDRIVE40,20220929,GROEN,,20220929,20220929,72834
37409,R328KZ,Personenauto,HYUNDAI,IONIQ5,20221006,GROEN,,20221006,20221006,49400
37410,R328LL,Personenauto,VOLVO,C40,20221008,ZWART,,20221008,20221008,57875
37411,R329BN,Personenauto,MERCEDES-BENZ,EQS 450+,20220726,GRIJS,,20220726,20220726,126662
37412,R329BX,Personenauto,PEUGEOT,208,20220729,GRIJS,,20220729,20220729,30650
37413,R329BZ,Personenauto,SKODA,ENYAQ 80,20220801,GRIJS,,20220801,20220801,52905
37414,R329DH,Personenauto,BMW,I4 EDRIVE40,20220902,GRIJS,,20220902,20220902,75101
37415,R329DJ,Personenauto,BMW,I4 EDRIVE40,20220907,GROEN,,20220907,20220907,69818
37416,R329DR,Personenauto,PEUGEOT,2008,20220804,BLAUW,,20220804,20220804,36679
37417,R329FV,Personenauto,TESLA,MODEL Y,20220907,GRIJS,,20220907,20220907,70590
37418,R329FZ,Personenauto,KIA,NIRO,20220822,GROEN,,20220822,20220822,43645
37419,R329GD,Personenauto,VOLKSWAGEN,ID.4 PRO 150 KW,20220825,BLAUW,,20220825,20220825,50365
37420,R329HB,Personenauto,MG,MG MARVEL R ELECTRIC,20220902,ZWART,,20220902,20220902,50990
37421,R329HD,Personenauto,OPEL,VIVARO,20220831,WIT,,20220831,20220831,57711
37422,R329HK,Personenauto,TESLA,MODEL Y,20220906,ZWART,,20220906,20220906,71200
37423,R329HV,Personenauto,POLESTAR,POLESTAR 2,20220916,GRIJS,,20220916,20220916,47846
37424,R329HZ,Personenauto,KIA,NIRO,20220917,GRIJS,,20220917,20220917,46145
37425,R329JH,Personenauto,MG,MG ZS EV,20220927,ROOD,,20220920,20220920,35740
37426,R329JL,Personenauto,MAZDA,MAZDA MX-30,20220916,WIT,,20220916,20220916,33950
37427,R329KX,Personenauto,PEUGEOT,2008,20221008,ZWART,,20221008,20221008,40100
37428,R329LL,Personenauto,VOLVO,XC40,20221007,ZWART,,20221007,20221007,49385
37429,R330BD,Personenauto,PORSCHE,TAYCAN GTS,20220723,BLAUW,,20220723,20220723,180358
37430,R330BV,Personenauto,HYUNDAI,KONA,20220811,ZWART,,20220811,20220811,42290
37431,R330BX,Personenauto,PEUGEOT,208,20220729,GRIJS,,20220729,20220729,30650
37432,R330BZ,Personenauto,VOLKSWAGEN,ID.4 PRO 150 KW,20220818,ZWART,,20220818,20220818,58705
37433,R330DH,Personenauto,BMW,I4 EDRIVE40,20220902,BLAUW,,20220902,20220902,74912
37434,R330DJ,Personenauto,MINI,COOPER SE,20220803,ZWART,,20220803,20220803,41987
37435,R330DR,Personenauto,PEUGEOT,2008,20220804,ORANJE,,20220804,20220804,35549
37436,R330FZ,Personenauto,KIA,NIRO,20220915,ZWART,,20220915,20220915,43645
37437,R330HB,Personenauto,MG,MG5 ELECTRIC,20220831,WIT,,20220831,20220831,38090
37438,R330HD,Personenauto,OPEL,VIVARO,20220831,WIT,,20220831,20220831,57711
37439,R330HK,Personenauto,TESLA,MODEL Y,20220906,WIT,,20220906,20220906,77500
37440,R330HV,Personenauto,POLESTAR,POLESTAR 2,20220909,ZWART,,20220909,20220909,54055
37441,R330HZ,Personenauto,KIA,NIRO,20220917,GROEN,,20220917,20220917,46145
37442,R330KR,Personenauto,BMW,IX3,20221004,ZWART,,20221004,20221004,75727
37443,R330KZ,Personenauto,HYUNDAI,IONIQ5,20221010,GROEN,,20221010,20221010,56500
37444,R330LL,Personenauto,VOLVO,C40,20221007,ZWART,,20221007,20221007,49830
37445,R331BJ,Personenauto,BMW,IX XDRIVE40,20220824,ZWART,,20220824,20220824,99990
37446,R331BP,Personenauto,OPEL,MOKKA,20220726,ZWART,,20220725,20220725,41497
37447,R331BV,Personenauto,HYUNDAI,KONA,20220808,GRIJS,,20220808,20220808,46290
37448,R331BX,Personenauto,PEUGEOT,208,20220729,WIT,,20220729,20220729,30250
37449,R331BZ,Personenauto,PORSCHE,TAYCAN,20220729,GRIJS,,20220729,20220729,131631
37450,R331DH,Personenauto,BMW,I4 EDRIVE40,20220729,GROEN,,20220729,20220729,74134
37451,R331DR,Personenauto,PEUGEOT,2008,20220805,WIT,,20220805,20220805,38679
37452,R331FZ,Personenauto,KIA,NIRO,20220822,GRIJS,,20220822,20220822,43645
37453,R331HB,Personenauto,MG,MG ZS EV,20220901,ZWART,,20220901,20220901,33240
37454,R331HD,Personenauto,OPEL,VIVARO,20220831,WIT,,20220831,20220831,57711
37455,R331HK,Personenauto,TESLA,MODEL Y,20220906,WIT,,20220906,20220906,70000
37456,R331HT,Personenauto,RENAULT,MEGANE E-TECH ELECTRIC,20220909,ZWART,,20220909,20220909,43800
37457,R331HV,Personenauto,POLESTAR,POLESTAR 2,20220909,ZWART,,20220909,20220909,56870
37458,R331JX,Personenauto,PORSCHE,TAYCAN,20220922,ZWART,,20220407,20220922,92281
37459,R331KG,Personenauto,AUDI,Q4 35 E-TRON,20221001,ZWART,,20221001,20221001,60203
37460,R331LB,Personenauto,HYUNDAI,KONA,20221007,WIT,,20221007,20221007,38995
37461,R331LF,Personenauto,AUDI,Q4 40 E-TRON,20221007,ZWART,,20221007,20221007,62854
37462,R331LS,Personenauto,BMW,IX3,20221010,GRIJS,,20221010,20221010,74919
37463,R332BD,Personenauto,SKODA,ENYAQ 80,20220721,ZWART,,20220721,20220721,57995
37464,R332BX,Personenauto,PEUGEOT,208,20220729,WIT,,20220729,20220729,30250
37465,R332BZ,Personenauto,VOLKSWAGEN,ID.5 GTX 220 KW,20220730,GRIJS,,20220730,20220730,60025
37466,R332DD,Personenauto,VOLVO,XC40,20220729,GROEN,,20220729,20220729,49675
37467,R332DH,Personenauto,BMW,I4 EDRIVE40,20220902,WIT,,20220902,20220902,62244
37468,R332DZ,Personenauto,RENAULT,TWINGO,20220811,WIT,,20220811,20220811,22105
37469,R332FV,Personenauto,TESLA,MODEL Y,20220825,GRIJS,,20220825,20220825,70590
37470,R332GL,Personenauto,NISSAN,NISSAN LEAF 62KWH,20220826,GRIJS,,20220826,20220826,41791
37471,R332GS,Personenauto,RENAULT,MEGANE E-TECH ELECTRIC,20220909,GRIJS,,20220909,20220909,46200
37472,R332HB,Personenauto,MG,MG5 ELECTRIC,20220831,ZWART,,20220831,20220831,38740
37473,R332HD,Personenauto,OPEL,VIVARO,20220831,WIT,,20220831,20220831,57711
37474,R332HK,Personenauto,TESLA,MODEL Y,20220906,ZWART,,20220906,20220906,71200
37475,R332KG,Personenauto,VOLKSWAGEN,ID.4 PRO 150 KW,20220928,ZWART,,20220928,20220928,55165
37476,R332KX,Personenauto,PEUGEOT,208,20220930,ZWART,,20220930,20220930,35949
37477,R332KZ,Personenauto,HYUNDAI,IONIQ5,20221007,GROEN,,20221007,20221007,56500
37478,R332LS,Personenauto,BMW,I4 M50,20221010,BLAUW,,20221010,20221010,91473
37479,R333BN,Personenauto,MERCEDES-BENZ,EQC 400 4MATIC,20220722,ZWART,,20220722,20220722,90175
37480,R333BT,Personenauto,OPEL,CORSA,20220728,ORANJE,,20220728,20220728,30698
37481,R333BV,Personenauto,HYUNDAI,KONA,20220824,BLAUW,,20220824,20220824,35290
37482,R333BX,Personenauto,PEUGEOT,208,20220729,ZWART,,20220729,20220729,30650
37483,R333DD,Personenauto,VOLVO,XC40,20220729,WIT,,20220729,20220729,52225
37484,R333DH,Personenauto,BMW,I4 EDRIVE40,20220902,GROEN,,20220902,20220902,64940
37485,R333DR,Personenauto,PEUGEOT,2008,20220806,ZWART,,20220806,20220806,37299
37486,R333FN,Personenauto,AUDI,E-TRON S,20220815,ZWART,,20220815,20220815,94535
37487,R333FV,Personenauto,TESLA,MODEL Y,20220914,BLAUW,,20220914,20220914,72090
37488,R333GB,Personenauto,PORSCHE,TAYCAN,20220817,ZWART,,20220427,20220817,103196
37489,R333GL,Personenauto,NISSAN,NISSAN LEAF 40KWH,20220906,GRIJS,,20220906,20220906,37891
37490,R333HB,Personenauto,MG,MG MARVEL R ELECTRIC,20220913,GRIJS,,20220913,20220913,44990
37491,R333HD,Personenauto,OPEL,VIVARO,20220831,WIT,,20220831,20220831,57711
37492,R333JR,Personenauto,VOLKSWAGEN,ID.4 PRO 150 KW,20220927,WIT,,20220927,20220927,52115
37493,R333KG,Personenauto,AUDI,Q4 40 E-TRON,20220927,GRIJS,,20220927,20220927,69136
37494,R333LJ,Personenauto,VOLVO,XC40,20221005,ZWART,,20221005,20221005,58829
37495,R333LL,Personenauto,VOLVO,XC40,20221007,WIT,,20221007,20221007,56175
37496,R333LS,Personenauto,BMW,I4 EDRIVE40,20221010,BLAUW,,20221010,20221010,74698
37497,R334BD,Personenauto,VOLKSWAGEN,ID.4 PURE 109 KW,20220826,ZWART,,20220826,20220826,45425
37498,R334BV,Personenauto,HYUNDAI,KONA,20220728,BLAUW,,20220728,20220728,38190
37499,R334DB,Personenauto,VOLKSWAGEN,ID.4 PRO 150 KW,20220803,GRIJS,,20220803,20220803,50295
37500,R334DD,Personenauto,VOLVO,XC40,20220729,BLAUW,,20220729,20220729,49720
37501,R334DJ,Personenauto,CITROEN,E-C4,20220729,WIT,,20220729,20220729,33650
37502,R334DN,Personenauto,SKODA,ENYAQ 80,20220916,GRIJS,,20220826,20220826,56505
37503,R334FV,Personenauto,TESLA,MODEL Y,20220825,BLAUW,,20220825,20220825,68290
37504,R334GL,Personenauto,NISSAN,NISSAN LEAF 62KWH,20220829,ZWART,,20220829,20220829,43641
37505,R334GT,Personenauto,MERCEDES-BENZ,EQE 350+,20220902,GRIJS,,20220902,20220902,104979
37506,R334HD,Personenauto,OPEL,VIVARO,20220831,WIT,,20220831,20220831,57711
37507,R334JH,Personenauto,OPEL,MOKKA,20220922,WIT,,20220922,20220922,39298
37508,R334LJ,Personenauto,VOLVO,C40,20221007,GROEN,,20221007,20221007,51570
37509,R334LN,Personenauto,DACIA,SPRING,20221007,ZWART,,20221007,20221007,21553
37510,R335BD,Personenauto,AUDI,Q4 SPORTBACK 50 E-TRON,20220720,ZWART,,20220720,20220720,76549
37511,R335BV,Personenauto,HYUNDAI,KONA,20220729,BLAUW,,20220729,20220729,37495
37512,R335BX,Personenauto,PEUGEOT,2008,20220812,ORANJE,,20220812,20220812,35849
37513,R335BZ,Personenauto,AUDI,E-TRON 55,20220812,GRIJS,,20220812,20220812,75397
37514,R335DB,Personenauto,AUDI,E-TRON SPORTBACK 55,20220803,ZWART,,20220803,20220803,76766
37515,R335DD,Personenauto,VOLVO,XC40,20220802,ZWART,,20220802,20220802,50485
37516,R335DH,Personenauto,MINI,COOPER SE,20220801,ZWART,,20220801,20220801,42457
37517,R335FB,Personenauto,SKODA,ENYAQ 60,20220809,GRIJS,,20220809,20220809,51935
37518,R335FN,Personenauto,SKODA,ENYAQ 60,20220826,BLAUW,,20220826,20220826,49465
37519,R335FV,Personenauto,TESLA,MODEL Y,20220907,GRIJS,,20220907,20220907,68290
37520,R335HD,Personenauto,OPEL,VIVARO,20220831,WIT,,20220831,20220831,57711
37521,R335HV,Personenauto,SKODA,ENYAQ 60,20220912,GRIJS,,20220131,20220912,48925
37522,R335JH,Personenauto,OPEL,VIVARO,20220914,ZWART,,20220914,20220914,58861
37523,R335KV,Personenauto,HYUNDAI,IONIQ5,20221007,GROEN,,20221007,20221007,59795
37524,R335LB,Personenauto,VOLKSWAGEN,ID.4 PRO 150 KW,20221006,GRIJS,,20221006,20221006,48865
37525,R335LS,Personenauto,BMW,IX3,20221011,GRIJS,,20221011,20221011,74646
37526,R336BV,Personenauto,HYUNDAI,KONA,20220729,GRIJS,,20220729,20220729,38190
37527,R336DB,Personenauto,AUDI,Q4 50 E-TRON,20220810,GRIJS,,20220810,20220810,67610
37528,R336DD,Personenauto,VOLVO,XC40,20220728,GRIJS,,20220728,20220728,55215
37529,R336FV,Personenauto,TESLA,MODEL Y,20220929,GRIJS,,20220929,20220929,68290
37530,R336GT,Personenauto,MERCEDES-BENZ,EQE 350,20220831,GRIJS,,20220831,20220831,81299
37531,R336GZ,Personenauto,AUDI,E-TRON 55,20220830,GRIJS,,20220830,20220830,78861
37532,R336HD,Personenauto,OPEL,VIVARO,20220831,WIT,,20220831,20220831,57711
37533,R336HT,Personenauto,DACIA,SPRING,20220913,GRIJS,,20220913,20220913,21453
37534,R336JL,Personenauto,PEUGEOT,208,20220930,ZWART,,20220930,20220930,32600
37535,R336JR,Personenauto,AUDI,E-TRON 55,20220930,ZWART,,20220930,20220930,91920
37536,R336KG,Personenauto,SKODA,ENYAQ 60,20220928,ZWART,,20220928,20220928,44675
37537,R336KJ,Personenauto,AUDI,E-TRON SPORTBACK 55,20220928,ZWART,,20220928,20220928,89975
37538,R336LS,Personenauto,BMW,IX3,20221008,BLAUW,,20221008,20221008,76434
37539,R337BX,Personenauto,PEUGEOT,208,20220729,ZWART,,20220729,20220729,36650
37540,R337DB,Personenauto,SKODA,ENYAQ 60,20220801,GRIJS,,20220801,20220801,48725
37541,R337DD,Personenauto,VOLVO,XC40,20220805,ZWART,,20220805,20220805,44824
37542,R337DR,Personenauto,BMW,IX XDRIVE50,20220803,GRIJS,,20220803,20220803,133665
37543,R337FN,Personenauto,SKODA,ENYAQ 60,20220829,ZWART,,20220829,20220829,44275
37544,R337FV,Personenauto,TESLA,MODEL Y,20220912,GRIJS,,20220912,20220912,68290
37545,R337GH,Personenauto,SKODA,ENYAQ 60,20220826,ZWART,,20220826,20220826,44275
37546,R337GT,Personenauto,MERCEDES-BENZ,EQE 350,20220901,BLAUW,,20220901,20220901,86841
37547,R337GZ,Personenauto,VOLKSWAGEN,ID.3 PRO 150 KW,20220831,GRIJS,,20220830,20220830,43765
37548,R337HK,Personenauto,BMW,I4 EDRIVE40,20220909,ZWART,,20220909,20220909,73846
37549,R337JJ,Personenauto,VOLKSWAGEN,ID.4 PRO 150 KW,20220917,BLAUW,,20220917,20220917,60435
37550,R337JR,Personenauto,AUDI,Q4 40 E-TRON,20220922,GRIJS,,20220922,20220922,63827
37551,R337KR,Personenauto,BMW,I4 M50,20220929,BLAUW,,20220929,20220929,86713
37552,R337KX,Personenauto,PEUGEOT,208,20220930,GRIJS,,20220930,20220930,37149
37553,R337LB,Personenauto,AUDI,Q4 SPORTBACK 40 E-TRON,20221006,ZWART,,20221006,20221006,63653
37554,R338BK,Personenauto,AUDI,E-TRON 55,20220729,GRIJS,,20220729,20220729,84735
37555,R338BN,Personenauto,MERCEDES-BENZ,EQA 250,20220727,GRIJS,,20220727,20220727,53406
37556,R338BT,Personenauto,OPEL,CORSA,20220726,ORANJE,,20220726,20220726,31497
37557,R338BX,Personenauto,PEUGEOT,208,20220729,ROOD,,20220729,20220729,30830
37558,R338DD,Personenauto,VOLVO,XC40,20220819,GRIJS,,20220819,20220819,49720
37559,R338DH,Personenauto,MINI,COOPER SE,20220803,BLAUW,,20220803,20220803,41725
37560,R338DZ,Personenauto,RENAULT,TWINGO,20220810,GRIJS,,20220810,20220810,24585
37561,R338FB,Personenauto,SKODA,ENYAQ RS,20220809,ZWART,,20220809,20220809,63305
37562,R338FJ,Personenauto,HYUNDAI,IONIQ5,20220816,GRIJS,,20220816,20220816,54150
37563,R338FV,Personenauto,TESLA,MODEL Y,20220826,GRIJS,,20220826,20220826,68290
37564,R338GZ,Personenauto,AUDI,E-TRON 55,20220923,GRIJS,,20220902,20220902,80362
37565,R338HD,Personenauto,MG,MG ZS EV,20220927,BLAUW,,20220927,20220927,35740
37566,R338JR,Personenauto,AUDI,E-TRON SPORTBACK 55,20220922,ZWART,,20220922,20220922,92390
37567,R338KZ,Personenauto,HYUNDAI,IONIQ5,20221010,GROEN,,20221010,20221010,45800
37568,R338LL,Personenauto,VOLVO,XC40,20221010,ZWART,,20221010,20221010,48330
37569,R338NG,Personenauto,TOYOTA,PROACE,20221011,GRIJS,,20220829,20221011,60954
37570,R339BD,Personenauto,VOLKSWAGEN,ID.4 PRO 150 KW,20220726,ZWART,,20220726,20220726,59945
37571,R339BN,Personenauto,MERCEDES-BENZ,EQA 250,20220729,ZWART,,20220729,20220729,51114
37572,R339BX,Personenauto,PEUGEOT,2008,20220729,ZWART,,20220729,20220729,44450
37573,R339DD,Personenauto,VOLVO,XC40,20220811,WIT,,20220811,20220811,51565
