,Kenteken,Voertuigsoort,Merk,Handelsbenaming,Datum tenaamstelling,Eerste kleur,Cilinderinhoud,Datum eerste toelating,Datum eerste tenaamstelling in Nederland,Catalogusprijs
4565,P060RS,Personenauto,BMW,IX XDRIVE40,20220527,GRIJS,,20220527,20220527,109307
4566,P060RT,Personenauto,MERCEDES-BENZ,EQS 450+,20220531,ZWART,,20220531,20220531,120032
4567,P060SF,Personenauto,PEUGEOT,208,20220531,GEEL,,20220531,20220531,30049
4568,P060TL,Personenauto,PORSCHE,TAYCAN,20220608,GRIJS,,20220608,20220608,133144
4569,P060TX,Personenauto,TESLA,MODEL Y,20220629,ZWART,,20220629,20220629,65200
4570,P060VN,Personenauto,PEUGEOT,208,20220624,GEEL,,20220624,20220624,34849
4571,P060XT,Personenauto,OPEL,VIVARO,20220630,ZWART,,20220630,20220630,58074
4572,P061BG,Personenauto,MERCEDES-BENZ,EQV,20220128,ZWART,,20220128,20220128,82346
4573,P061BT,Personenauto,MINI,COOPER SE,20220309,GRIJS,,20220218,20220218,35341
4574,P061BX,Personenauto,HYUNDAI,KONA,20220210,GRIJS,,20220210,20220210,40790
4575,P061GB,Personenauto,VOLKSWAGEN,ID.4 PRO 150 KW,20220322,GRIJS,,20220322,20220322,47815
4576,P061GG,Personenauto,AUDI,Q4 40 E-TRON,20220308,GRIJS,,20220308,20220308,60795
4577,P061GX,Personenauto,MINI,COOPER SE,20220324,ZWART,,20220324,20220324,36626
4578,P061HK,Personenauto,VOLKSWAGEN,ID.4 PURE 109 KW,20220317,WIT,,20220317,20220317,44865
4579,P061HR,Personenauto,KIA,NIRO,20220321,BLAUW,,20220321,20220321,42345
4580,P061LD,Personenauto,KIA,NIRO,20220414,GRIJS,,20220414,20220414,42345
4581,P061LZ,Personenauto,BMW,IX3,20220422,ZWART,,20220422,20220422,77477
4582,P061NG,Personenauto,VOLVO,XC40,20220429,BLAUW,,20220429,20220429,60379
4583,P061NK,Personenauto,FORD,MUSTANG MACH-E,20220428,WIT,,20220428,20220428,67139
4584,P061NL,Personenauto,AUDI,Q4 40 E-TRON,20220502,BLAUW,,20220502,20220502,67083
4585,P061PP,Personenauto,MG,MG ZS EV,20220512,WIT,,20220512,20220512,31990
4586,P061RB,Personenauto,MERCEDES-BENZ,EQA 250,20220521,BLAUW,,20220521,20220521,55465
4587,P061RH,Personenauto,VOLKSWAGEN,ID.4 GTX 220 KW,20220527,ZWART,,20220527,20220527,64675
4588,P061RJ,Personenauto,PEUGEOT,2008,20220527,ZWART,,20220527,20220527,35949
4589,P061SF,Personenauto,PEUGEOT,208,20220531,ZWART,,20220531,20220531,31900
4590,P061SK,Personenauto,VOLKSWAGEN,ID.3 PRO S 150 KW,20220613,WIT,,20220613,20220613,44385
4591,P061TN,Personenauto,CITROEN,E-C4,20220615,ROOD,,20220615,20220615,37300
4592,P061TX,Personenauto,TESLA,MODEL Y,20220628,ZWART,,20220628,20220628,65200
4593,P061VF,Personenauto,PEUGEOT,2008,20220629,ZWART,,20220629,20220629,41050
4594,P061VN,Personenauto,PEUGEOT,208,20220629,GRIJS,,20220629,20220629,31449
4595,P061VS,Personenauto,OPEL,CORSA,20220630,WIT,,20220630,20220630,31196
4596,P061XD,Personenauto,CITROEN,E-C4,20220629,ORANJE,,20220629,20220629,41249
4597,P061XT,Personenauto,OPEL,MOKKA,20220630,ZWART,,20220630,20220630,36998
4598,P062BX,Personenauto,HYUNDAI,KONA,20220209,BRUIN,,20220209,20220209,40690
4599,P062DB,Personenauto,FORD,MUSTANG MACH-E,20221010,WIT,,20220225,20220225,76090
4600,P062FN,Personenauto,RENAULT,ZOE,20220228,ZWART,,20220228,20220228,36810
4601,P062GB,Personenauto,VOLKSWAGEN,ID.4 PRO 150 KW,20220322,GRIJS,,20220322,20220322,48655
4602,P062GG,Personenauto,AUDI,Q4 40 E-TRON,20220304,GRIJS,,20220304,20220304,64372
4603,P062GJ,Personenauto,VOLVO,XC40,20220312,ZWART,,20220312,20220312,50399
4604,P062GX,Personenauto,MINI,COOPER SE,20220312,GROEN,,20220312,20220312,39906
4605,P062HH,Personenauto,VOLKSWAGEN,ID.3 PRO 150 KW,20220318,GRIJS,,20220318,20220318,40585
4606,P062HR,Personenauto,KIA,NIRO,20220331,ZWART,,20220331,20220331,42345
4607,P062KL,Personenauto,BMW I,I3S,20220408,BLAUW,,20220408,20220408,53391
4608,P062LD,Personenauto,KIA,NIRO,20220419,ZWART,,20220419,20220419,40845
4609,P062NG,Personenauto,VOLVO,C40,20220429,WIT,,20220429,20220429,60220
4610,P062NH,Personenauto,DACIA,SPRING,20220429,BLAUW,,20220429,20220429,19180
4611,P062NN,Personenauto,SKODA,ENYAQ 60,20220517,GRIJS,,20220517,20220517,49465
4612,P062RB,Personenauto,MERCEDES-BENZ,EQE 350+,20220531,GRIJS,,20220531,20220531,83998
4613,P062RH,Personenauto,MERCEDES-BENZ,EQA 350 4MATIC,20220531,GRIJS,,20220531,20220531,61897
4614,P062RJ,Personenauto,PEUGEOT,208,20220528,WIT,,20220528,20220528,32199
4615,P062RS,Personenauto,BMW,IX3,20220628,GRIJS,,20220601,20220601,74453
4616,P062RT,Personenauto,PEUGEOT,208,20220527,ZWART,,20220527,20220527,33599
4617,P062SK,Personenauto,VOLKSWAGEN,ID.3 PRO 107 KW,20220607,GRIJS,,20220607,20220607,45595
4618,P062TL,Personenauto,CUPRA,BORN,20220613,WIT,,20220613,20220613,45415
4619,P062TN,Personenauto,CITROEN,E-C4,20220611,ZWART,,20220611,20220611,42149
4620,P062TX,Personenauto,TESLA,MODEL Y,20220627,ZWART,,20220627,20220627,67190
4621,P062VN,Personenauto,PEUGEOT,2008,20220629,ORANJE,,20220629,20220629,38049
4622,P062VS,Personenauto,OPEL,CORSA,20220623,WIT,,20220623,20220623,32898
4623,P062XD,Personenauto,CITROEN,E-C4,20220804,ZWART,,20220804,20220804,41999
4624,P062XF,Personenauto,DACIA,SPRING,20220706,WIT,,20220706,20220706,19675
4625,P062XT,Personenauto,OPEL,CORSA,20220629,GRIJS,,20220629,20220629,34894
4626,P062ZK,Personenauto,SKODA,ENYAQ 60,20220713,GRIJS,,20220713,20220713,44915
4627,P062ZZ,Personenauto,AUDI,E-TRON 55,20220714,GRIJS,,20220714,20220714,86612
4628,P063BT,Personenauto,MINI,COOPER SE,20220310,GRIJS,,20220205,20220205,35341
4629,P063BX,Personenauto,HYUNDAI,KONA,20220204,GRIJS,,20220204,20220204,40690
4630,P063DB,Personenauto,FORD,MUSTANG MACH-E,20220209,ZWART,,20220209,20220209,60674
4631,P063FL,Personenauto,PEUGEOT,208,20220222,GRIJS,,20220222,20220222,31900
4632,P063FN,Personenauto,RENAULT,ZOE,20220302,ZWART,,20220302,20220302,36810
4633,P063GF,Personenauto,VOLKSWAGEN,ID.4 PRO 150 KW,20220309,GRIJS,,20220309,20220309,50375
4634,P063HH,Personenauto,VOLKSWAGEN,ID.3 PRO 150 KW,20220318,GRIJS,,20220318,20220318,40585
4635,P063HR,Personenauto,KIA,NIRO,20220331,ROOD,,20220331,20220331,42345
4636,P063JN,Personenauto,FORD,MUSTANG MACH-E,20220331,ZWART,,20220331,20220331,54225
4637,P063KF,Personenauto,MERCEDES-BENZ,EQA 250,20220405,ZWART,,20220405,20220405,52553
4638,P063KL,Personenauto,BMW,IX XDRIVE50,20220408,GRIJS,,20220408,20220408,127294
4639,P063LD,Personenauto,KIA,NIRO,20220415,GRIJS,,20220415,20220415,46840
4640,P063NG,Personenauto,VOLVO,XC40,20220429,ORANJE,,20220429,20220429,47269
4641,P063NJ,Personenauto,MERCEDES-BENZ,EQA 250,20220613,BLAUW,,20220613,20220613,61678
4642,P063NN,Personenauto,SKODA,ENYAQ 60,20220510,ZWART,,20220510,20220510,46355
4643,P063PB,Personenauto,AUDI,Q4 SPORTBACK 40 E-TRON,20220510,GRIJS,,20220510,20220510,68262
4644,P063PN,Personenauto,BMW,IX3,20220520,ZWART,,20220520,20220520,75569
4645,P063PR,Personenauto,BMW,I4 EDRIVE40,20220516,GRIJS,,20220516,20220516,69767
4646,P063SB,Personenauto,VOLKSWAGEN,ID.3 PRO 150 KW,20220610,GRIJS,,20220610,20220610,51355
4647,P063SF,Personenauto,PEUGEOT,208,20220620,GEEL,,20220620,20220620,33549
4648,P063SG,Personenauto,BMW,IX3,20220608,ZWART,,20220608,20220608,67598
4649,P063TL,Personenauto,VOLKSWAGEN,ID.4 PRO 150 KW,20220706,BLAUW,,20220706,20220706,54975
4650,P063TX,Personenauto,TESLA,MODEL Y,20220627,ZWART,,20220627,20220627,72700
4651,P063VN,Personenauto,PEUGEOT,208,20220629,BLAUW,,20220629,20220629,32080
4652,P063VT,Personenauto,OPEL,CORSA,20220627,ORANJE,,20220627,20220627,30499
4653,P063ZX,Personenauto,AUDI,E-TRON S SPORTBACK,20220816,ZWART,,20220412,20220816,87300
4654,P064BX,Personenauto,HYUNDAI,KONA,20220222,BLAUW,,20220222,20220222,40690
4655,P064FL,Personenauto,PEUGEOT,208,20220224,GEEL,,20220224,20220224,29150
4656,P064GG,Personenauto,SKODA,ENYAQ 60,20220325,GRIJS,,20220325,20220325,45695
4657,P064GJ,Personenauto,VOLVO,XC40,20220304,WIT,,20220304,20220304,53225
4658,P064GR,Personenauto,KIA,SOUL,20220309,ORANJE,,20220309,20220309,44220
4659,P064HB,Personenauto,BMW,IX XDRIVE40,20220315,GRIJS,,20220315,20220315,103170
4660,P064HR,Personenauto,KIA,NIRO,20220324,BLAUW,,20220324,20220324,40845
4661,P064HT,Personenauto,BMW,IX XDRIVE50,20220325,ZWART,,20220325,20220325,120148
4662,P064KH,Personenauto,VOLKSWAGEN,ID.5 PRO 150 KW,20220414,ROOD,,20220414,20220414,65565
4663,P064KL,Personenauto,BMW I,I3,20220408,ROOD,,20220408,20220408,47107
4664,P064LD,Personenauto,KIA,NIRO,20220419,BLAUW,,20220419,20220419,45845
4665,P064NG,Personenauto,VOLVO,XC40,20220428,GRIJS,,20220428,20220428,47879
4666,P064NL,Personenauto,SKODA,ENYAQ 60,20220502,BLAUW,,20220502,20220502,46355
4667,P064PP,Personenauto,MG,MG ZS EV,20220518,WIT,,20220518,20220518,31990
4668,P064PX,Personenauto,VOLVO,XC40,20220513,WIT,,20220513,20220513,62779
4669,P064RD,Personenauto,FORD,MUSTANG MACH-E,20220518,ZWART,,20220518,20220518,58575
4670,P064SB,Personenauto,VOLKSWAGEN,ID.3 PRO 150 KW,20220603,GRIJS,,20220603,20220603,51355
4671,P064SG,Personenauto,BMW,IX3,20220608,GRIJS,,20220608,20220608,74005
4672,P064TN,Personenauto,CITROEN,E-C4,20220617,GRIJS,,20220617,20220617,40800
4673,P064TR,Personenauto,BMW,I4 M50,20220624,ZWART,,20220624,20220624,86248
4674,P064TX,Personenauto,TESLA,MODEL Y,20220623,WIT,,20220623,20220623,64000
4675,P064VT,Personenauto,OPEL,MOKKA,20220627,GRIJS,,20220627,20220627,35997
4676,P064VX,Personenauto,BMW,IX XDRIVE40,20220628,ZWART,,20220628,20220628,107841
4677,P064XF,Personenauto,RENAULT,TWINGO,20220630,GRIJS,,20220630,20220630,23190
4678,P064XK,Personenauto,KIA,EV6,20220723,GRIJS,,20220723,20220723,53860
4679,P064XT,Personenauto,OPEL,CORSA,20220630,WIT,,20220630,20220630,32997
4680,P065BX,Personenauto,HYUNDAI,KONA,20220212,ZWART,,20220212,20220212,43690
4681,P065DB,Personenauto,FORD,MUSTANG MACH-E,20220216,GRIJS,,20220216,20220216,53925
4682,P065FL,Personenauto,PEUGEOT,2008,20220228,ZWART,,20220228,20220228,42500
4683,P065GB,Personenauto,VOLKSWAGEN,ID.3 PRO S 150 KW,20220301,GRIJS,,20220301,20220301,42465
4684,P065GR,Personenauto,KIA,SOUL,20220316,WIT,,20220316,20220316,39225
4685,P065HB,Personenauto,BMW I,I3,20220317,GRIJS,,20220317,20220317,43757
4686,P065HH,Personenauto,AUDI,Q4 40 E-TRON,20220319,ZWART,,20220319,20220319,64905
4687,P065HR,Personenauto,KIA,NIRO,20220330,BLAUW,,20220330,20220330,40845
4688,P065HT,Personenauto,BMW,IX XDRIVE50,20220323,ZWART,,20220323,20220323,129224
4689,P065JP,Personenauto,SKODA,ENYAQ 80,20220331,GRIJS,,20220331,20220331,52355
4690,P065KL,Personenauto,BMW,IX3,20220407,WIT,,20220407,20220407,74919
4691,P065LD,Personenauto,KIA,NIRO,20220415,GRIJS,,20220415,20220415,45845
4692,P065NL,Personenauto,VOLKSWAGEN,ID.4 PURE 109 KW,20220503,GRIJS,,20220503,20220503,42265
4693,P065PS,Personenauto,DACIA,SPRING,20220513,BLAUW,,20220513,20220513,19675
4694,P065RB,Personenauto,MERCEDES-BENZ,EQE 350+,20220520,GRIJS,,20220520,20220520,95432
4695,P065RJ,Personenauto,PEUGEOT,208,20220520,ZWART,,20220520,20220520,34850
4696,P065SB,Personenauto,VOLKSWAGEN,ID.3 PRO 150 KW,20220608,GRIJS,,20220530,20220530,51355
4697,P065SG,Personenauto,BMW,IX3,20220704,ZWART,,20220704,20220704,73632
4698,P065TN,Personenauto,CITROEN,E-C4,20220611,ROOD,,20220611,20220611,43550
4699,P065TX,Personenauto,TESLA,MODEL Y,20220622,WIT,,20220622,20220622,65990
4700,P065VX,Personenauto,BMW,IX XDRIVE40,20220627,ZWART,,20220622,20220622,106571
4701,P065XD,Personenauto,CITROEN,E-C4,20220629,ZWART,,20220629,20220629,40899
4702,P065XK,Personenauto,KIA,EV6,20220712,BLAUW,,20220712,20220712,53860
4703,P065XT,Personenauto,OPEL,CORSA,20220819,GRIJS,,20220630,20220630,33397
4704,P065ZK,Personenauto,AUDI,E-TRON SPORTBACK 55,20220714,GRIJS,,20220714,20220714,86137
4705,P065ZZ,Personenauto,PORSCHE,TAYCAN,20220714,GRIJS,,20220714,20220714,108762
4706,P066BF,Personenauto,CITROEN,E-C4,20220128,GRIJS,,20220128,20220128,35899
4707,P066BX,Personenauto,HYUNDAI,KONA,20220205,BLAUW,,20220205,20220205,43590
4708,P066DB,Personenauto,FORD,MUSTANG MACH-E,20220209,GRIJS,,20220209,20220209,51826
4709,P066FH,Personenauto,VOLKSWAGEN,ID.3 PRO 107 KW,20220224,GRIJS,,20220224,20220224,36235
4710,P066GB,Personenauto,SKODA,ENYAQ 60,20220303,GRIJS,,20220303,20220303,43415
4711,P066GF,Personenauto,AUDI,Q4 40 E-TRON,20220617,ZWART,,20220311,20220311,64254
4712,P066GT,Personenauto,AUDI,Q4 SPORTBACK 40 E-TRON,20220404,WIT,,20220401,20220401,65186
4713,P066HB,Personenauto,BMW I,I3,20220317,GRIJS,,20220317,20220317,43757
4714,P066HH,Personenauto,AUDI,Q4 40 E-TRON,20220319,ZWART,,20220319,20220319,70461
4715,P066HT,Personenauto,BMW,IX XDRIVE50,20220321,GRIJS,,20220321,20220321,118958
4716,P066HZ,Personenauto,RENAULT,TWINGO,20220325,GRIJS,,20220325,20220325,22600
4717,P066JP,Personenauto,PORSCHE,TAYCAN,20220402,BLAUW,,20220402,20220402,102182
4718,P066JX,Personenauto,SKODA,ENYAQ 60,20220401,GRIJS,,20220401,20220401,48765
4719,P066KJ,Personenauto,SKODA,ENYAQ 80,20220415,GRIJS,,20220415,20220415,57645
4720,P066NB,Personenauto,FORD,MUSTANG MACH-E,20220422,ZWART,,20220422,20220422,59065
4721,P066NH,Personenauto,DACIA,SPRING,20220429,WIT,,20220429,20220429,18585
4722,P066NJ,Personenauto,MERCEDES-BENZ,EQA 250,20220429,BRUIN,,20220429,20220429,57818
4723,P066PB,Personenauto,SKODA,ENYAQ 60,20220506,GRIJS,,20220506,20220506,46905
4724,P066PR,Personenauto,BMW,IX3,20220513,ZWART,,20220513,20220513,75079
4725,P066PX,Personenauto,VOLVO,XC40,20220518,BLAUW,,20220518,20220518,61769
4726,P066RJ,Personenauto,PEUGEOT,208,20220520,ZWART,,20220520,20220520,30650
4727,P066RT,Personenauto,PEUGEOT,208,20220531,GRIJS,,20220531,20220531,34899
4728,P066RZ,Personenauto,PEUGEOT,2008,20221005,GRIJS,,20220323,20220527,38300
4729,P066SK,Personenauto,AUDI,E-TRON 55,20220602,ZWART,,20220602,20220602,67253
4730,P066TN,Personenauto,CITROEN,E-C4,20220615,GRIJS,,20220615,20220615,41199
4731,P066TR,Personenauto,BMW,I4 EDRIVE40,20220610,BLAUW,,20220610,20220610,74464
4732,P066TX,Personenauto,TESLA,MODEL Y,20220630,WIT,,20220630,20220630,65990
4733,P066VF,Personenauto,PEUGEOT,208,20220617,GRIJS,,20220617,20220617,34950
4734,P066VS,Personenauto,OPEL,CORSA,20220623,ORANJE,,20220623,20220623,32699
4735,P066VT,Personenauto,OPEL,CORSA,20220630,ORANJE,,20220630,20220630,30999
4736,P066VX,Personenauto,BMW,IX XDRIVE40,20220629,GRIJS,,20220629,20220629,108301
4737,P066XK,Personenauto,KIA,EV6,20220705,WIT,,20220705,20220705,52460
4738,P066ZR,Personenauto,AUDI,Q4 SPORTBACK 35 E-TRON,20220727,ZWART,,20220727,20220727,58635
4739,P067BX,Personenauto,HYUNDAI,KONA,20220204,BRUIN,,20220204,20220204,43590
4740,P067FH,Personenauto,AUDI,Q4 SPORTBACK 35 E-TRON,20220224,GRIJS,,20220224,20220224,62590
4741,P067FK,Personenauto,CITROEN,E-C4,20220226,GRIJS,,20220226,20220226,38349
4742,P067FN,Personenauto,RENAULT,TWINGO,20220303,GRIJS,,20220303,20220303,22600
4743,P067GF,Personenauto,AUDI,Q4 40 E-TRON,20220415,GRIJS,,20220324,20220324,56615
4744,P067HB,Personenauto,BMW I,I3,20220317,BLAUW,,20220317,20220317,43909
4745,P067HR,Personenauto,KIA,NIRO,20220330,ZWART,,20220330,20220330,45845
4746,P067HT,Personenauto,BMW,IX XDRIVE50,20220318,ZWART,,20220318,20220318,133273
4747,P067JX,Personenauto,SKODA,ENYAQ 60,20220413,WIT,,20220413,20220413,49755
4748,P067KD,Personenauto,VOLVO,XC40,20220402,ZWART,,20220402,20220402,44885
4749,P067KV,Personenauto,VOLVO,XC40,20220413,BLAUW,,20220413,20220413,53270
4750,P067LS,Personenauto,MAZDA,MAZDA MX-30,20220415,ZWART,,20220415,20220415,34400
4751,P067NG,Personenauto,VOLVO,XC40,20220428,ZWART,,20220428,20220428,44885
4752,P067NR,Personenauto,PEUGEOT,208,20220429,BLAUW,,20220429,20220429,34680
4753,P067PN,Personenauto,BMW,IX3,20220513,ZWART,,20220513,20220513,71965
4754,P067PR,Personenauto,BMW,I4 EDRIVE40,20220520,GRIJS,,20220520,20220520,77120
4755,P067PV,Personenauto,VOLKSWAGEN,ID.3 PRO 150 KW,20220528,WIT,,20220225,20220528,42974
4756,P067RB,Personenauto,MERCEDES-BENZ,EQB 300 4MATIC,20220524,BLAUW,,20220524,20220524,72158
4757,P067SK,Personenauto,AUDI,E-TRON SPORTBACK 55,20220602,GROEN,,20220602,20220602,110826
4758,P067TB,Personenauto,FORD,MUSTANG MACH-E,20220711,WIT,,20220711,20220711,55625
4759,P067TL,Personenauto,AUDI,Q4 40 E-TRON,20220620,BLAUW,,20220620,20220620,65489
4760,P067TN,Personenauto,CITROEN,E-C4,20220615,BLAUW,,20220615,20220615,43350
4761,P067TX,Personenauto,TESLA,MODEL Y,20220625,GRIJS,,20220625,20220625,78090
4762,P067VB,Personenauto,PEUGEOT,2008,20220629,ZWART,,20220303,20220629,42149
4763,P067VT,Personenauto,OPEL,CORSA,20220630,ORANJE,,20220630,20220630,30698
4764,P067VX,Personenauto,BMW,IX XDRIVE50,20220627,GRIJS,,20220627,20220627,128683
4765,P067XK,Personenauto,KIA,EV6,20220720,BLAUW,,20220720,20220720,52460
4766,P067XT,Personenauto,OPEL,CORSA,20220819,GRIJS,,20220630,20220630,33397
4767,P068BF,Personenauto,CITROEN,E-C4,20220128,ZWART,,20220128,20220128,40249
4768,P068BS,Personenauto,FIAT,500,20220721,WIT,,20220429,20220429,31900
4769,P068BX,Personenauto,HYUNDAI,KONA,20220303,BLAUW,,20220303,20220303,43390
4770,P068GT,Personenauto,SKODA,ENYAQ 60,20220310,WIT,,20220310,20220310,42625
4771,P068HK,Personenauto,AUDI,E-TRON GT,20220318,ZWART,,20220318,20220318,122226
4772,P068HR,Personenauto,KIA,NIRO,20220324,ZWART,,20220324,20220324,40845
4773,P068HT,Personenauto,BMW,IX XDRIVE50,20220323,WIT,,20220323,20220323,119517
4774,P068JP,Personenauto,PORSCHE,TAYCAN TURBO S,20220331,GRIJS,,20220331,20220331,210964
4775,P068JT,Personenauto,SKODA,ENYAQ 80,20220404,ZWART,,20220404,20220404,54515
4776,P068KL,Personenauto,BMW,I4 EDRIVE40,20220408,ZWART,,20220408,20220408,61176
4777,P068LN,Personenauto,RENAULT,ZOE,20220416,ZWART,,20220416,20220416,36315
4778,P068NJ,Personenauto,MERCEDES-BENZ,EQA 250,20220429,GRIJS,,20220429,20220429,53189
4779,P068NR,Personenauto,PEUGEOT,208,20220429,GRIJS,,20220429,20220429,34500
4780,P068PN,Personenauto,BMW,I4 M50,20220511,WIT,,20220511,20220511,86524
4781,P068SG,Personenauto,BMW,IX3,20220601,ROOD,,20220601,20220601,68165
4782,P068TB,Personenauto,FORD,MUSTANG MACH-E,20220608,ZWART,,20220608,20220608,50426
4783,P068TL,Personenauto,AUDI,Q4 40 E-TRON,20220617,ZWART,,20220617,20220617,64372
4784,P068TX,Personenauto,TESLA,MODEL Y,20220625,BLAUW,,20220625,20220625,66300
4785,P068VB,Personenauto,HYUNDAI,IONIQ5,20220621,BLAUW,,20220531,20220621,56496
4786,P068VS,Personenauto,OPEL,CORSA,20220624,ORANJE,,20220624,20220624,31497
4787,P068VT,Personenauto,OPEL,CORSA,20220627,ORANJE,,20220627,20220627,30897
4788,P068VX,Personenauto,BMW,IX XDRIVE40,20220624,WIT,,20220624,20220624,103868
4789,P068XK,Personenauto,KIA,EV6,20220708,ZWART,,20220708,20220708,52460
4790,P068XT,Personenauto,OPEL,CORSA,20220819,GRIJS,,20220630,20220630,33397
4791,P068ZK,Personenauto,VOLKSWAGEN,ID.4 PRO 150 KW,20220705,ZWART,,20220705,20220705,52075
4792,P068ZN,Personenauto,BMW,I4 EDRIVE40,20220716,WIT,,20220716,20220716,60261
4793,P069BS,Personenauto,FIAT,500,20220827,ROOD,,20220429,20220429,30800
4794,P069FH,Personenauto,MERCEDES-BENZ,EVITO TOURER,20220225,GRIJS,,20220225,20220225,78645
4795,P069GF,Personenauto,AUDI,E-TRON SPORTBACK 55,20220326,ZWART,,20220326,20220326,86930
4796,P069GG,Personenauto,SKODA,ENYAQ 80,20220509,GRIJS,,20220325,20220325,55145
4797,P069GT,Personenauto,SKODA,ENYAQ 60,20220310,ZWART,,20220310,20220310,44115
4798,P069HH,Personenauto,SKODA,ENYAQ 60,20220317,GRIJS,,20220317,20220317,46895
4799,P069HR,Personenauto,KIA,NIRO,20220325,GRIJS,,20220325,20220325,40845
4800,P069HT,Personenauto,BMW,IX XDRIVE40,20220324,GRIJS,,20220324,20220324,107899
4801,P069JX,Personenauto,SKODA,ENYAQ 60,20220331,ZWART,,20220331,20220331,43115
4802,P069KJ,Personenauto,SKODA,ENYAQ 80,20220413,GRIJS,,20220413,20220413,54805
4803,P069KL,Personenauto,BMW,I4 EDRIVE40,20220408,ZWART,,20220408,20220408,67008
4804,P069KV,Personenauto,VOLVO,XC40,20220409,BLAUW,,20220409,20220409,46874
4805,P069LS,Personenauto,MAZDA,MAZDA MX-30,20220422,GRIJS,,20220422,20220422,34600
4806,P069NN,Personenauto,VOLKSWAGEN,ID.4 PRO 150 KW,20220520,GRIJS,,20220520,20220520,54695
4807,P069SG,Personenauto,BMW,IX3,20220601,ROOD,,20220601,20220601,68165
4808,P069SK,Personenauto,AUDI,Q4 40 E-TRON,20220602,ZWART,,20220602,20220602,57992
4809,P069SN,Personenauto,PEUGEOT,208,20220609,GEEL,,20220609,20220609,30549
4810,P069TL,Personenauto,PORSCHE,TAYCAN 4,20220611,GRIJS,,20220611,20220611,128247
4811,P069TN,Personenauto,CITROEN,E-C4,20220627,GRIJS,,20220627,20220627,39799
4812,P069TR,Personenauto,BMW,IX3,20220615,ZWART,,20220615,20220615,75340
4813,P069TX,Personenauto,TESLA,MODEL Y,20220627,GRIJS,,20220627,20220627,65200
4814,P069VX,Personenauto,BMW,IX XDRIVE50,20220701,ROOD,,20220701,20220701,125717
4815,P069XK,Personenauto,KIA,EV6,20220628,ROOD,,20220628,20220628,51665
4816,P069XT,Personenauto,OPEL,CORSA,20220630,WIT,,20220630,20220630,32997
4817,P069ZB,Personenauto,AUDI,E-TRON S SPORTBACK,20220715,GRIJS,,20220715,20220715,118310
4818,P069ZN,Personenauto,BMW,IX3,20220716,ZWART,,20220716,20220716,76000
4819,P070FK,Personenauto,PEUGEOT,208,20220224,GRIJS,,20220224,20220224,34750
4820,P070GB,Personenauto,SKODA,ENYAQ 60,20220307,WIT,,20220307,20220307,45385
4821,P070GG,Personenauto,SKODA,ENYAQ 80,20220426,ZWART,,20220325,20220325,57375
4822,P070GT,Personenauto,SKODA,ENYAQ 60,20220310,ZWART,,20220310,20220310,42625
4823,P070HB,Personenauto,BMW,IX3,20220314,GRIJS,,20220314,20220314,76215
4824,P070HF,Personenauto,SKODA,ENYAQ 60,20220316,GRIJS,,20220316,20220316,42975
4825,P070HH,Personenauto,SKODA,ENYAQ 80,20220316,ZWART,,20220316,20220316,52105
4826,P070HK,Personenauto,AUDI,Q4 40 E-TRON,20220318,ZWART,,20220318,20220318,61062
4827,P070HR,Personenauto,KIA,NIRO,20220328,GRIJS,,20220328,20220328,40845
4828,P070HT,Personenauto,BMW I,I3,20220725,ZWART,,20220624,20220624,45525
4829,P070JP,Personenauto,AUDI,Q4 SPORTBACK 40 E-TRON,20220330,ZWART,,20220330,20220330,68501
4830,P070JX,Personenauto,SKODA,ENYAQ 80,20220331,ZWART,,20220331,20220331,52105
4831,P070KJ,Personenauto,SKODA,ENYAQ 80,20220519,GRIJS,,20220428,20220428,54615
4832,P070KL,Personenauto,BMW,IX3,20220405,ZWART,,20220405,20220405,77264
4833,P070KR,Personenauto,KIA,SOUL,20220507,WIT,,20220204,20220507,38225
4834,P070KV,Personenauto,VOLVO,XC40,20220411,GRIJS,,20220411,20220411,49269
4835,P070NN,Personenauto,VOLKSWAGEN,ID.4 PRO 150 KW,20220525,ZWART,,20220525,20220525,49675
4836,P070PB,Personenauto,AUDI,Q4 40 E-TRON,20220506,GRIJS,,20220506,20220506,65884
4837,P070PR,Personenauto,BMW,I4 EDRIVE40,20220513,GRIJS,,20220513,20220513,76427
4838,P070PS,Personenauto,HONDA,HONDA E,20220516,WIT,,20220516,20220516,39290
4839,P070RB,Personenauto,MERCEDES-BENZ,EQE 350+,20220518,GRIJS,,20220518,20220518,103939
4840,P070SK,Personenauto,AUDI,Q4 35 E-TRON,20220603,ZWART,,20220603,20220603,54119
4841,P070SR,Personenauto,PEUGEOT,208,20220603,WIT,,20220603,20220603,30250
4842,P070TX,Personenauto,TESLA,MODEL Y,20220630,GRIJS,,20220630,20220630,73800
4843,P070VF,Personenauto,PEUGEOT,208,20220617,BLAUW,,20220617,20220617,31329
4844,P070VX,Personenauto,BMW,IX XDRIVE40,20220627,GRIJS,,20220627,20220627,88511
4845,P070XD,Personenauto,CITROEN,E-C4,20220630,WIT,,20220630,20220630,39899
4846,P070XK,Personenauto,KIA,EV6,20220721,BLAUW,,20220721,20220721,52460
4847,P070ZR,Personenauto,SKODA,ENYAQ 80X,20220714,ZWART,,20220714,20220714,63245
4848,P070ZX,Personenauto,NISSAN,NISSAN LEAF 40KWH,20220721,ZWART,,20220721,20220721,36551
